stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
618,AVI111SN,Aviation Sb & 111Th Ns,11100 Aviation Blvd & W 111Th St,33.9347155,-118.3785702,,,,
619,PCOVETWF,Pico Wb & Veteran Fs,10900 W Pico Blvd & Veteran Ave,34.038656,-118.4316412,,,,
620,PCOCAMWN,Pico Wb & Camden Ave Ns,11000 W Pico Blvd & Camden Ave,34.0380139,-118.4331955,,,,
621,PCOSEPWN,Pico Wb & Sepulveda Ns,11100 W Pico Blvd & S Sepulveda Blvd,34.0372051,-118.4348975,,,,
622,PCOSAWWN,Pico Wb & Sawtelle Ns,11300 W Pico Blvd & Sawtelle Blvd,34.0354138,-118.4385399,,,,
623,SAWNEBNF,Sawtelle Nb & Nebraska Fs,1700 Sawtelle Blvd & Nebraska Ave,34.0440561,-118.4462312,,,,
624,SAWLGRNN,Sawtelle Nb & La Grange Ns,2000 Sawtelle Blvd & La Grange Ave,34.0408705,-118.4435468,,,,
625,SAWLGRSN,Sawtelle Sb & La Grange Ns,1900 Sawtelle Blvd & La Grange Ave,34.0411293,-118.4439011,,,,
626,SAWNEBSN,Sawtelle Sb & Nebraska Ns,1800 Sawtelle Blvd & Nebraska Ave,34.043994,-118.4463397,,,,
627,SAWOHINF,Sawtelle Nb & Ohio Fs,1200 Sawtelle Blvd & Ohio Ave,34.0486598,-118.4502123,,,,
628,BSLDOWNN,Bonsall Nb & Dowlen Ns,1100 Bonsall Ave & Dowlen Dr,34.049415,-118.450856,,,,
629,SAWOHISN,Sawtelle Sb & Ohio Ns,1200 Sawtelle Blvd & Ohio Ave,34.0484814,-118.4501982,,,,
630,BSLWILNN,Bonsall Nb & Wilshire Ns,Bonsall Ave & Hadley Ln,34.0540239,-118.4546637,,,,
640,BSLWILSF,Bonsall Sb & Wilshire Fs,1221 Bonsall Ave & Wilshire Blvd,34.0540235,-118.4547919,,,,
641,SVSMONWN,San Vicente Wb & Montana Ns,11800 W San Vicente Blvd & Montana Ave,34.0531172,-118.4691364,,,,
642,SVSBUNWF,San Vicente Wb & Bundy Fs,12000 W San Vicente Blvd & S Bundy Dr,34.0518923,-118.4750049,,,,
643,SVSBUNEN,San Vicente Eb & Bundy Ns,12000 W San Vicente Blvd & S Bundy Dr,34.0516702,-118.4746704,,,,
644,SVSANIWN,San Vicente Wb & Anita Ns,12500 W San Vicente Blvd & S Anita Ave,34.0508334,-118.4804855,,,,
645,SVSBSTWN,San Vicente Wb & Bristol Ns,12700 W San Vicente Blvd & S Bristol Ave,34.049902,-118.4849858,,,,
646,SVSAVNWN,San Vicente Wb & Avondale Ns,12900 W San Vicente Blvd & Avondale Ave,34.0489824,-118.4895277,,,,
647,CYL026WF,Carlyle Wb & 26Th Fs,2600 Carlyle Ave & 26Th St,34.0457031,-118.489106,,,,
648,CYL024WN,Carlyle Wb & 24Th Ns,2400 Carlyle Ave & 24Th St,34.0445542,-118.4905053,,,,
649,CYL022WN,Carlyle Wb & 22Nd Ns,2200 Carlyle Ave & 22Nd St,34.0432058,-118.492194,,,,
650,CYL020WN,Carlyle Wb & 20Th Ns,2000 Carlyle Ave & 20Th St,34.0411431,-118.4947883,,,,
651,CYL017WN,Carlyle Wb & 17Th Ns,1700 Carlyle Ave & 17Th St,34.0390439,-118.4973354,,,,
652,CYL014WN,Carlyle Wb & 14Th Ns,1400 Carlyle Ave & 14Th St,34.0365646,-118.5000244,,,,
653,CYL011WN,Carlyle Wb & 11Th Ns,1100 Carlyle Ave & 11Th St,34.0343076,-118.5028561,,,,
654,CYL009WN,Carlyle Wb & 9Th Ns,900 Carlyle Ave & 9Th St,34.0327629,-118.5047432,,,,
655,SVS007WF,San Vicente Wb & 7Th Fs,700 San Vicente Blvd & 7Th St,34.0319586,-118.508136,,,,
656,007SVSSN,7Th Sb & San Vicente Ns,200 7Th St & San Vicente Blvd,34.0321848,-118.5081017,,,,
657,004SVSSF,4Th Sb & San Vicente Fs,300 4Th St & San Vicente Blvd,34.029013,-118.5107264,,,,
658,004GRGSF,4Th Sb & Georgina Fs,400 4Th St & Georgina Ave,34.0280258,-118.5093135,,,,
659,004MRGSF,4Th Sb & Marguerita Fs,500 4Th St & Marguerita Ave,34.0270567,-118.5079525,,,,
660,004ALTSF,4Th Sb & Alta Fs,600 4Th St & Alta Ave,34.0260627,-118.5065572,,,,
661,004MONSF,4Th Sb & Montana Fs,800 4Th St & Montana Ave,34.0243109,-118.5044701,,,,
662,004IDSSF,4Th Sb & Idaho Fs,900 4Th St & Idaho Ave,34.0230313,-118.5029482,,,,
663,004IDSNF,4Th Nb & Idaho Fs,900 4Th St & Idaho Ave,34.0234112,-118.5032161,,,,
664,004MONNF,4Th Nb & Montana Fs,800 4Th St & Montana Ave,34.024772,-118.5047229,,,,
665,004ALTNF,4Th Nb & Alta Fs,600 4Th St & Alta Ave,34.0265294,-118.5068475,,,,
666,004MRGNF,4Th Nb & Marguerita Fs,500 4Th St & Marguerita Ave,34.0275495,-118.508289,,,,
667,004GRGNF,4Th Nb & Georgina Fs,400 4Th St & Georgina Ave,34.0284994,-118.5096591,,,,
668,004SVSNN,4Th Nb & San Vicente Ns,300 4Th St & San Vicente Blvd,34.029151,-118.5106101,,,,
669,SVS007EN,San Vicente Eb & 7Th Ns,700 San Vicente Blvd & 7Th St,34.0318149,-118.5079365,,,,
670,SVS009EN,San Vicente Eb & 9Th Ns,900 San Vicente Blvd & 9Th St,34.033901,-118.5066603,,,,
671,SVS011EN,San Vicente Eb & 11Th Ns,1100 San Vicente Blvd & 11Th St,34.0363625,-118.5058551,,,,
672,SVS014EN,San Vicente Eb & 14Th Ns,1400 San Vicente Blvd & 14Th St,34.0395614,-118.5040255,,,,
673,SVS017EN,San Vicente Eb & 17Th Ns,1700 San Vicente Blvd & 17Th St,34.0417827,-118.5011513,,,,
674,SVS019EN,San Vicente Eb & 19Th Ns,1900 San Vicente Blvd & 19Th St,34.0431478,-118.4993634,,,,
675,SVS21PEN,San Vicente Eb & 21St Pl Ns,2200 San Vicente Blvd & 21St Pl,34.0451833,-118.4968226,,,,
676,SVS023EN,San Vicente Eb & 23Rd Ns,2300 San Vicente Blvd & 23Rd St,34.0466647,-118.4949742,,,,
677,SVSAVNEN,San Vicente Eb & Avondale Ns,12900 W San Vicente Blvd & Avondale Ave,34.0486877,-118.4897615,,,,
678,SVSBSTEN,San Vicente Eb & Bristol Ns,12700 W San Vicente Blvd & S Bristol Ave,34.049528,-118.4854537,,,,
679,OPR021EN,Ocean Park Eb & 21St Ns,2100 Ocean Park Blvd & 21St St,34.0141667,-118.4638168,,,,
680,OPR021WF,Ocean Park Wb & 21St Fs,2100 Ocean Park Blvd & 21St St,34.0142625,-118.4639872,,,,
682,BARMONNF,Barrington Nb & Montana Fs,700 S Barrington Ave & Montana Ave,34.055224,-118.4672185,,,,
683,BARCHNNN,Barrington Nb & Chenault Ns,700 S Barrington Ave & Chenault St,34.0562415,-118.4675687,,,,
684,BARCHNSN,Barrington Sb & Chenault Ns,700 S Barrington Ave & Chenault St,34.0563769,-118.4677038,,,,
685,BARMONSN,Barrington Sb & Montana Ns,700 S Barrington Ave & Montana Ave,34.0551259,-118.4673221,,,,
686,OLYSEPEN,Olympic Eb & Sepulveda Ns,11000 W Olympic Blvd & S Sepulveda Blvd,34.0400575,-118.4379947,,,,
687,OLYCAMEN,Olympic Eb & Camden Ave Ns,10960 W Olympic Blvd & Camden Ave,34.0410692,-118.4362998,,,,
688,OLYVETEN,Olympic Eb & Veteran Ns,10940 W Olympic Blvd & Veteran Ave,34.0421561,-118.4345104,,,,
689,WWOOLYSF,Westwood Sb & Olympic Fs,2200 Westwood Blvd & W Olympic Blvd,34.0436698,-118.4316787,,,,
690,OLYVETWN,Olympic Wb & Veteran Ns,10940 W Olympic Blvd & Veteran Ave,34.0425303,-118.4343285,,,,
691,OLYCAMWN,Olympic Wb & Camden Ave Ns,10960 W Olympic Blvd & Camden Ave,34.0414698,-118.4361168,,,,
694,020BWYSN,20Th Sb & Broadway Ns,1400 20Th St & Broadway,34.0275211,-118.4787327,,,,
695,020COLSF,20Th Sb & Colorado Fs,1600 20Th St & Colorado Ave,34.0256602,-118.4766455,,,,
696,COLCLVEF,Colorado Eb & Cloverfield Fs,2200 Colorado Ave & Cloverfield Blvd,34.0285558,-118.4735677,,,,
697,COL026EN,Colorado Eb & 26Th Ns,2602 Colorado Ave & 26Th St,34.0304263,-118.4713503,,,,
698,OLY026EF,Olympic Eb & 26Th Fs,2600 Olympic Blvd & 26Th St,34.0281316,-118.4693189,,,,
699,OLYSTWEF,Olympic Eb & Stewart Fs,2800 Olympic Blvd & Stewart St,34.029767,-118.4649254,,,,
700,OLYLAFEM,Olympic Eb & La Farm Restaurant Mb,3000 Olympic Blvd & La Farm Restaurant,34.0307712,-118.4616152,,,,
701,OLYCENEN,Olympic Eb & Centinela (West) Ns,3200 Olympic Blvd & S Centinela Ave West,34.0312312,-118.4593772,,,,
702,OLYCENEF,Olympic Eb & Centinela (East) Fs,12100 W Olympic Blvd & S Centinela Ave East,34.0316292,-118.4574089,,,,
703,OLYCENWN,Olympic Wb & Centinela (East) Ns,12300 W Olympic Blvd & S Centinela Ave East,34.0318497,-118.4574512,,,,
704,OLYCENWO,Olympic Wb & Centinela (West) Ns,12300 W Olympic Blvd & S Centinela Ave West,34.0315361,-118.4590497,,,,
705,OLYNRSWM,Olympic Wb & New Roads School Mb,3000 Olympic Blvd & New Roads School,34.0309685,-118.4617972,,,,
706,OLYSTWWN,Olympic Wb & Stewart Ns,2800 Olympic Blvd & Stewart St,34.0299486,-118.4651612,,,,
707,OLY026WN,Olympic Wb & 26Th Ns,2600 Olympic Blvd & 26Th St,34.0283365,-118.4694616,,,,
708,COL026WF,Colorado Wb & 26Th Fs,2600 Colorado Ave & 26Th St,34.0303866,-118.4717774,,,,
709,COLCLVWF,Colorado Wb & Cloverfield Fs,2235 Colorado Ave & Cloverfield Blvd,34.0283313,-118.474203,,,,
710,COL020WN,Colorado Wb & 20Th Ns,2000 Colorado Ave & 20Th St,34.0261888,-118.4768324,,,,
713,PCOMNSEF,Pico Eb & Main Fs,200 Pico Blvd & Main St,34.0080604,-118.4894221,,,,
714,OLYGVLEN,Olympic Eb & Granville Ns,11800 W Olympic Blvd & Granville Ave,34.0330891,-118.4499271,,,,
715,OLYBAREN,Olympic Eb & Barrington Ns,11700 W Olympic Blvd & S Barrington Ave,34.0340089,-118.4480859,,,,
716,OLYCBYEN,Olympic Eb & Colby Ns,11500 W Olympic Blvd & Colby Ave,34.035781,-118.4450837,,,,
717,OLYPRDEN,Olympic Eb & Purdue Ns,11400 W Olympic Blvd & Purdue Ave,34.0368675,-118.4433038,,,,
718,OLYMLCEN,Olympic Eb & Malcolm Ns,10800 W Olympic Blvd & Malcolm Ave,34.0448267,-118.4300408,,,,
719,OLYOVLEN,Olympic Eb & Overland Ns,10700 W Olympic Blvd & Overland Ave,34.0458472,-118.4282842,,,,
720,OLYMNGEN,Olympic Eb & Manning Ns,10600 W Olympic Blvd & Manning Ave,34.0468986,-118.4265179,,,,
721,OLYPRSEN,Olympic Eb & Prosser Ns,10500 W Olympic Blvd & Prosser Ave,34.0479203,-118.4247348,,,,
722,OLYPATEN,Olympic Eb & Patricia Ns,10500 W Olympic Blvd & Patricia Ave,34.0491452,-118.4225346,,,,
723,OLYBVGEN,Olympic Eb & Beverly Glen Ns,10400 W Olympic Blvd & S Beverly Glen Blvd,34.0501639,-118.4207002,,,,
725,CPWOLYNF,Century Park West Nb & Olympic Fs,2100 Century Park W & W Olympic Blvd,34.0535936,-118.4163913,,,,
726,CONMGMEM,Constellation Eb & Mgm Dr Mb,10200 Constellation Blvd & Mgm Dr,34.0575354,-118.4174179,,,,
727,CONCPEEN,Constellation Eb & Cent Pk East Ns,10100 Constellation Blvd & Century Park E,34.0600985,-118.4138259,,,,
728,OLYCPEEF,Olympic Eb & Century Park East Fs,10000 W Olympic Blvd & Century Park E,34.0587676,-118.4115909,,,,
729,OLYSPLEF,Olympic Eb & Spalding Fs,9900 W Olympic Blvd & S Spalding Dr,34.0596834,-118.4082394,,,,
730,OLYROXEN,Olympic Eb & Roxbury Ns,9700 W Olympic Blvd & S Roxbury Dr,34.0596267,-118.4058746,,,,
731,OLYCMDEF,Olympic Eb & Camden Dr Fs,9500 W Olympic Blvd & S Camden Dr,34.0596367,-118.4021678,,,,
732,OLYCMDWF,Olympic Wb & Camden Dr Fs,9500 W Olympic Blvd & S Camden Dr,34.0598699,-118.4025898,,,,
733,OLYBVLEN,Olympic Eb & Beverwil Ns,9400 W Olympic Blvd & Beverwil Dr,34.0596314,-118.399535,,,,
734,BEVWHTSN,Beverly Dr Sb & Whitworth Ns,400 S Beverly Dr & Whitworth Dr,34.0577561,-118.3972637,,,,
735,PCOGLVEF,Pico Eb & Glenville Fs,9200 W Pico Blvd & Glenville Dr,34.0552398,-118.3929691,,,,
736,PCOCPEEN,Pico Eb & Century Park East Ns,10000 W Pico Blvd & Century Park E,34.0523147,-118.4064845,,,,
737,PCOROXEN,Pico Eb & Roxbury Ns,9800 W Pico Blvd & S Roxbury Dr,34.0538503,-118.4023923,,,,
738,PCOBVLEF,Pico Eb & Beverwil Fs,9700 W Pico Blvd & Beverwil Dr,34.0548577,-118.3992686,,,,
739,PCODHYEN,Pico Eb & Doheny Ns,9100 W Pico Blvd & S Doheny Dr,34.055194,-118.3901093,,,,
740,PCOLIVEN,Pico Eb & Livonia Ns,8900 W Pico Blvd & Livonia Ave,34.0552437,-118.3866079,,,,
741,PCOSHNEN,Pico Eb & Shenandoah Ns,8700 W Pico Blvd & S Shenandoah St,34.0543897,-118.3817417,,,,
742,PCOSHREN,Pico Eb & Sherbourne Ns,8600 W Pico Blvd & S Sherbourne Dr,34.0539415,-118.3796958,,,,
743,PCOLAXEF,Pico Eb & La Cienega Fs,8500 W Pico Blvd & S La Cienega Blvd,34.0531302,-118.3756234,,,,
744,PCOALVEN,Pico Eb & Alvira Ns,6500 W Pico Blvd & Alvira St,34.0527821,-118.3739637,,,,
745,PCOCRSEN,Pico Eb & Crescent Hts Ns,6300 W Pico Blvd & S Crescent Hts Blvd,34.052529,-118.3723522,,,,
746,PCOHIPEN,Pico Eb & Hi Point Ns,6000 W Pico Blvd & Hi Point St,34.0518691,-118.3689579,,,,
747,PCOFRXEF,Pico Eb & Fairfax Fs,5900 W Pico Blvd & S Fairfax Ave,34.051294,-118.3661831,,,,
748,PCOGNSEN,Pico Eb & Genesee Ns,5700 W Pico Blvd & S Genesee Ave,34.0508418,-118.3636524,,,,
749,PCOCSNEN,Pico Eb & Curson Ns,5600 W Pico Blvd & S Curson Ave,34.0497286,-118.360107,,,,
750,PCOHAUEN,Pico Eb & Hauser Ns,5500 W Pico Blvd & Hauser Blvd,34.0492199,-118.3600855,,,,
751,PCOBSDEF,Pico Eb & Burnside Fs,5300 W Pico Blvd & S Burnside Ave,34.0482585,-118.3545982,,,,
752,PCOCCNEN,Pico Eb & Cochran Ns,5200 W Pico Blvd & S Cochran Ave,34.0481307,-118.3529309,,,,
753,PCOREDEN,Pico Eb & Redondo Ns,5100 W Pico Blvd & S Redondo Blvd,34.0479069,-118.3498176,,,,
754,PCOORNEN,Pico Eb & Orange Ns,5000 W Pico Blvd & S Orange Dr,34.0477301,-118.3472187,,,,
755,PCOLABEF,Pico Eb & La Brea Fs,4900 W Pico Blvd & S La Brea Ave,34.0478194,-118.344336,,,,
756,PCOSVLEN,Pico Eb & San Vicente Ns,4800 W Pico Blvd & San Vicente Blvd,34.0482704,-118.3402068,,,,
757,PCO010EF,Pico Eb & 10Th Fs,1000 Pico Blvd & 10Th St,34.0134162,-118.4807215,,,,
758,PCOEULEN,Pico Eb & Euclid Ns,1300 Pico Blvd & Euclid St,34.0149893,-118.4777795,,,,
761,PCOSAWEF,Pico Eb & Sawtelle Fs,11300 W Pico Blvd & Sawtelle Blvd,34.0353348,-118.4382802,,,,
762,PCOSEPEN,Pico Eb & Sepulveda Ns,11000 W Pico Blvd & S Sepulveda Blvd,34.0367599,-118.4353569,,,,
764,PCOVETEN,Pico Eb & Veteran Ns,10900 W Pico Blvd & Veteran Ave,34.0386167,-118.4315114,,,,
765,PCOPRDWN,Pico Wb & Purdue Ns,11400 W Pico Blvd & Purdue Ave,34.0344009,-118.4405909,,,,
767,PCOTRMWN,Pico Wb & Tremaine Ns,4800 W Pico Blvd & S Tremaine Ave,34.0483933,-118.3407053,,,,
768,PCOLABWN,Pico Wb & La Brea Ns,4900 W Pico Blvd & S La Brea Ave,34.0479899,-118.3441985,,,,
769,PCOREDWN,Pico Wb & Redondo Ns,5100 W Pico Blvd & S Redondo Blvd,34.0480147,-118.3490481,,,,
770,PCOCCNWN,Pico Wb & Cochran Ns,5200 W Pico Blvd & S Cochran Ave,34.0482977,-118.3524759,,,,
771,PCOBSDWN,Pico Wb & Burnside Ns,5300 W Pico Blvd & S Burnside Ave,34.0484547,-118.3545685,,,,
772,PCOHAUWN,Pico Wb & Hauser Ns,5500 W Pico Blvd & Hauser Blvd,34.0486393,-118.356498,,,,
773,PCOCSNWF,Pico Wb & Curson Fs,5600 W Pico Blvd & S Curson Ave,34.0499752,-118.3602363,,,,
774,PCOGNSWN,Pico Wb & Genesee Ns,5700 W Pico Blvd & S Genesee Ave,34.050905,-118.3630684,,,,
775,PCOFRXWF,Pico Wb & Fairfax Fs,5900 W Pico Blvd & S Fairfax Ave,34.0516798,-118.3671896,,,,
776,PCOHIPWN,Pico Wb & Hi Point Ns,6000 W Pico Blvd & Hi Point St,34.0519861,-118.3687412,,,,
777,PCOCRSWN,Pico Wb & Crescent Heights Ns,6300 W Pico Blvd & S Crescent Hts Blvd,34.0525583,-118.3717546,,,,
778,PCOLJLWN,Pico Wb & La Jolla Ns,6500 W Pico Blvd & S La Jolla Ave,34.0529707,-118.3738813,,,,
779,PCOLAXWN,Pico Wb & La Cienega Ns,8500 W Pico Blvd & S La Cienega Blvd,34.0533563,-118.3758658,,,,
780,PCOSHNWN,Pico Wb & Shenandoah Ns,8700 W Pico Blvd & S Shenandoah St,34.0544204,-118.3814193,,,,
781,PCOLAPWN,Pico Wb & La Peer Ns,8900 W Pico Blvd & S La Peer Dr,34.0553487,-118.3866354,,,,
782,ROBCSHSN,Robertson Sb & Cashio Ns,1500 S Robertson Blvd & Cashio St,34.0524127,-118.3841516,,,,
783,PCODHYWN,Pico Wb & Doheny Ns,9100 W Pico Blvd & S Doheny Dr,34.0553245,-118.3896922,,,,
784,PCOGLVWN,Pico Wb & Glenville Ns,9200 W Pico Blvd & Glenville Dr,34.0553247,-118.392653,,,,
785,BEVWHTNN,Beverly Dr Nb & Whitworth Dr,400 S Beverly Dr & Whitworth Dr,34.0566663,-118.3963201,,,,
786,OLYBEVWF,Olympic Wb & Beverly Fs,9400 W Olympic Blvd & Beverly Dr,34.0598757,-118.3996682,,,,
787,OLYROXWF,Olympic Wb & Roxbury Fs,9700 W Olympic Blvd & S Roxbury Dr,34.059837,-118.4058347,,,,
788,OLYSPLWF,Olympic Wb & Spalding Fs,9900 W Olympic Blvd & S Spalding Dr,34.0598357,-118.4092954,,,,
789,OLYCPEWN,Olympic Wb & Century Park East Ns,10000 W Olympic Blvd & Century Park E,34.0587626,-118.4118564,,,,
790,CONCPEWF,Constellation Wb & Cent Pk East Fs,10100 Constellation Blvd & Century Park E,34.0602977,-118.4140208,,,,
791,CONCPWWM,Constellation Wb & Cent Pk West Mb,10200 Constellation Blvd & Century Park W,34.0568896,-118.4181772,,,,
792,CPWOLYSN,Century Park West Sb & Olympic Ns,2100 Century Park W & W Olympic Blvd,34.0533344,-118.4164611,,,,
793,OLYKERWF,Olympic Wb & Kerwood Fs,10300 W Olympic Blvd & Kerwood Ave,34.0513951,-118.4190661,,,,
794,OLYBVGWN,Olympic Wb & Beverly Glen Ns,10400 W Olympic Blvd & S Beverly Glen Blvd,34.0505931,-118.4204349,,,,
795,OLYPATWN,Olympic Wb & Patricia Ns,10400 W Olympic Blvd & Patricia Ave,34.0495234,-118.422314,,,,
796,OLYPRSWN,Olympic Wb & Prosser Ns,10500 W Olympic Blvd & Prosser Ave,34.0483641,-118.4244565,,,,
797,OLYMNGWN,Olympic Wb & Manning Ns,10600 W Olympic Blvd & Manning Ave,34.0472898,-118.4262961,,,,
798,OLYOVLWN,Olympic Wb & Overland Ns,10700 W Olympic Blvd & Overland Ave,34.0462355,-118.428084,,,,
799,OLYMLCWN,Olympic Wb & Malcolm Ns,10800 W Olympic Blvd & Malcolm Ave,34.0451942,-118.4298487,,,,
800,OLYPRDWN,Olympic Wb & Purdue Ns,11400 W Olympic Blvd & Purdue Ave,34.0373835,-118.4430547,,,,
801,OLYCBYWN,Olympic Wb & Colby Ns,11500 W Olympic Blvd & Colby Ave,34.0361699,-118.4448841,,,,
802,OLYBARWN,Olympic Wb & Barrington Ns,11700 W Olympic Blvd & S Barrington Ave,34.0346358,-118.4475967,,,,
803,OLYGVLWN,Olympic Wb & Granville Ns,11800 W Olympic Blvd & Granville Ave,34.0333974,-118.4497431,,,,
804,PCOOVLEF,Pico Eb & Overland Fs,10700 W Pico Blvd & Overland Ave,34.0419939,-118.4243166,,,,
805,PCOMNGEN,Pico Eb & Manning Ns,10600 W Pico Blvd & Manning Ave,34.0428062,-118.4229414,,,,
806,PCOPRSEN,Pico Eb & Prosser Ns,10550 W Pico Blvd & Prosser Ave,34.0438127,-118.4212593,,,,
807,PCOPATEF,Pico Eb & Patricia Fs,10500 W Pico Blvd & Patricia Ave,34.0452941,-118.4186859,,,,
809,PCOKEREN,Pico Eb & Kerwood Ns,10300 W Pico Blvd & Kerwood Ave,34.047185,-118.415416,,,,
810,PCOFXHEN,Pico Eb & Fox Hills Dr Ns,10200 W Pico Blvd & Fox Hills Dr,34.0484356,-118.4132394,,,,
811,PCOBVLWN,Pico Wb & Beverwil Ns,9700 W Pico Blvd & Beverwil Dr,34.0551437,-118.398772,,,,
812,PCOROXWN,Pico Wb & Roxbury Ns,9800 W Pico Blvd & S Roxbury Dr,34.0541812,-118.4018938,,,,
813,PCOCPEWF,Pico Wb & Century Park East Fs,10000 W Pico Blvd & Century Park E,34.052462,-118.4066276,,,,
814,PCOFXHWF,Pico Wb & Fox Hills Dr Fs,10200 W Pico Blvd & Fox Hills Dr,34.0485736,-118.4133833,,,,
815,PCOKERWN,Pico Wb & Kerwood Ns,10300 W Pico Blvd & Kerwood Ave,34.0475412,-118.4151525,,,,
817,PCOPATWN,Pico Wb & Patricia Ns,10500 W Pico Blvd & Patricia Ave,34.0454464,-118.4187931,,,,
818,PCOPRSWN,Pico Wb & Prosser Ns,10550 W Pico Blvd & Prosser Ave,34.0442156,-118.4209297,,,,
819,PCOMNGWN,Pico Wb & Manning Ns,10600 W Pico Blvd & Manning Ave,34.0431543,-118.4226396,,,,
820,PCOOVLWN,Pico Wb & Overland Ns,10700 W Pico Blvd & Overland Ave,34.0421426,-118.4245397,,,,
821,PCOCENWN,Pico Wb & Centinela Ns,12300 W Pico Blvd & S Centinela Ave,34.0283082,-118.4526723,,,,
822,PCO033WN,Pico Wb & 33Rd (Urban Ave) Ns,3300 Pico Blvd & 33Rd St,34.0270038,-118.4553609,,,,
823,PCODCHWN,Pico Wb & Dorchester (30Th) Ns,3000 Pico Blvd & Dorchester Ave,34.0255485,-118.4582684,,,,
825,PCO026WN,Pico Wb & 26Th Ns,2600 Pico Blvd & 26Th St,34.023398,-118.4623623,,,,
826,PCOCLVWN,Pico Wb & Cloverfield Ns,2400 Pico Blvd & Cloverfield Blvd,34.0219838,-118.4649868,,,,
827,PCO021WN,Pico Wb & 21St Ns,2100 Pico Blvd & 21St St,34.0204486,-118.4678883,,,,
828,PCO020WN,Pico Wb & 20Th Ns,2000 Pico Blvd & 20Th St,34.0197657,-118.4691497,,,,
829,PCO018WN,Pico Wb & 18Th Ns,1800 Pico Blvd & 18Th St,34.0187916,-118.4709866,,,,
830,PCO017WN,Pico Wb & 17Th Ns,1700 Pico Blvd & 17Th St,34.0180298,-118.4724054,,,,
831,PCO014WN,Pico Wb & 14Th Ns,1400 Pico Blvd & 14Th St,34.0162532,-118.4757708,,,,
832,PCO012WN,Pico Wb & 12Th Ns,1200 Pico Blvd & 12Th St,34.0149155,-118.4782502,,,,
833,PCO010WN,Pico Wb & 10Th Ns,1000 Pico Blvd & 10Th St,34.0137382,-118.4804677,,,,
834,WWOMISSN,Westwood Sb & Missouri Ns,1800 Westwood Blvd & Missouri Ave,34.0483498,-118.4355765,,,,
835,WWOLGRSN,Westwood Sb & La Grange Ns,2000 Westwood Blvd & La Grange Ave,34.0468246,-118.4343345,,,,
836,WWOOLYSN,Westwood Sb & Olympic Ns,2100 Westwood Blvd & W Olympic Blvd,34.0441236,-118.4320378,,,,
837,WWOEXPSN,Westwood Sb & Exposition Ns,2600 Westwood Blvd & Exposition Blvd,34.0369492,-118.4260786,,,,
838,WWOBVNSN,Westwood Sb & Brookhaven Ns,2700 Westwood Blvd & Brookhaven Ave,34.0351368,-118.4246582,,,,
839,WWOCVTSN,Westwood Sb & Coventry Ns,2700 Westwood Blvd & Coventry Pl,34.0334655,-118.4233309,,,,
840,WWONATSN,Westwood Sb & National Ns,2900 Westwood Blvd & National Blvd,34.0308418,-118.4212353,,,,
841,NATKLTWN,National Wb & Kelton Ns,10900 National Blvd & Kelton Ave,34.0298773,-118.4225629,,,,
842,NATCVTWN,Natl Wb & Coventry (Military) Ns,11000 National Blvd & Coventry Pl,34.0288973,-118.4250895,,,,
843,NATSEPWN,National Wb & Sepulveda Ns,11200 National Blvd & S Sepulveda Blvd,34.027624,-118.4283618,,,,
844,NATSAWWF,National Wb & Sawtelle Fs,11300 National Blvd & Sawtelle Blvd,34.0260176,-118.4321311,,,,
846,NATFEDWN,National Wb & Federal Ns,11500 National Blvd & Federal Ave,34.023943,-118.4364168,,,,
848,BARBVNNN,Barrington Nb & Brookhaven Ns,2700 S Barrington Ave & Brookhaven Ave,34.0255267,-118.4407781,,,,
849,BARRCHNN,Barrington Nb & Richland Ns,2500 S Barrington Ave & Richland Ave,34.0273968,-118.4422141,,,,
850,GTYBARWF,Gateway Wb & Barrington Fs,11700 Gateway Blvd & S Barrington Ave,34.0283731,-118.4434784,,,,
851,GTYGVLWN,Gateway Wb & Granville Ns,11800 Gateway Blvd & Granville Ave,34.026579,-118.4440046,,,,
852,OPRBUNWN,Ocean Park Wb & Bundy Ns,11800 Ocean Park Blvd & S Bundy Dr,34.0246678,-118.4461531,,,,
853,OPR031WN,Ocean Park Wb & 31St Ns,3100 Ocean Park Blvd & 31St St,34.0207606,-118.4528156,,,,
854,OPR028WF,Ocean Park Wb & 28Th Fs,2800 Ocean Park Blvd & 28Th St,34.0187154,-118.4563407,,,,
855,OPR025WN,Ocean Park Wb & 25Th Ns,2500 Ocean Park Blvd & 25Th St,34.017531,-118.4583872,,,,
856,OPR023WF,Ocean Park Wb & 23Rd Fs,2300 Ocean Park Blvd & 23Rd St,34.0153678,-118.4620946,,,,
857,OPR017WN,Ocean Park Wb & 17Th Ns,1700 Ocean Park Blvd & 17Th St,34.0125962,-118.466773,,,,
859,OPREULWN,Ocean Park Wb & Euclid Ns,1300 Ocean Park Blvd & Euclid St,34.0096517,-118.4718301,,,,
860,OPR011WF,Ocean Park Wb & 11Th Fs,1100 Ocean Park Blvd & 11Th St,34.0083683,-118.474036,,,,
861,OPR005WN,Ocean Park Wb & 5Th Ns,500 Ocean Park Blvd & 5Th St,34.0047719,-118.4802543,,,,
862,OPR005EF,Ocean Park Eb & 5Th Fs,500 Ocean Park Blvd & 5Th St,34.0047578,-118.480004,,,,
